StateAbb	PlaceName	longitude	latitude	DistancetoCapitalCity_km
AL	Horrace Williams Landing (historical)	-88.09251	31.73905	186
AL	Horse Branch	-86.92470	31.65571	100
AL	Horse Branch	-87.24055	32.99873	116
AL	Horse Branch	-86.75274	31.07434	150
AL	Horse Branch	-88.08559	34.88064	327
AL	Horse Cove	-86.42110	34.63537	253
AL	Horse Creek	-86.36108	31.82543	60
AL	Horse Creek	-86.36913	31.64627	80
AL	Horse Creek	-85.77968	33.43178	127
AL	Horse Creek	-85.95052	33.46927	127
AL	Horse Creek	-87.40278	33.08040	134
AL	Horse Creek	-87.39222	33.52789	168
AL	Horse Creek	-88.05418	32.07709	172
AL	Horse Creek	-87.13944	33.71344	172
AL	Horse Creek	-87.77418	33.26706	174
AL	Horse Creek	-87.38473	33.80233	192
AL	Horse Creek	-87.36363	34.34982	244
AL	Horse Creek Cemetery	-85.91774	33.42233	122
AL	Horse Creek Valley	-85.94997	33.46622	126
AL	Horse Pens Forty	-86.30970	33.92093	174
AL	Horse Stomp Campground	-86.41164	32.91846	64
AL	Horseapple Cove	-87.98143	34.73676	309
AL	Horseblock Mountain	-85.70663	33.56538	144
AL	Horsecollar Branch	-87.50415	30.56547	231
AL	Horsehead Creek	-85.77747	34.67092	260
AL	Horselot Branch	-85.14327	32.36820	105
AL	Horselot Pond	-87.48864	34.67259	281
AL	Horsemill Mountain	-87.64392	34.45982	266
AL	Horseneck Church	-87.69249	30.89657	212
AL	Horseneck Creek	-87.64916	31.24878	180
AL	Horseneck Creek	-87.64499	30.87769	210
AL	Horsepen Branch	-86.13831	34.07676	191
AL	Horsepen Branch	-85.57829	34.09982	203
AL	Horsepen Creek	-87.90555	31.23156	200
AL	Horsepond Branch	-87.13168	34.22871	223
AL	Horseshoe Bend	-85.74163	32.96762	83
AL	Horseshoe Bend	-86.62305	33.92065	177
AL	Horseshoe Bend	-87.91611	31.33434	194
AL	Horseshoe Bend	-87.22446	34.16399	220
AL	Horseshoe Bend	-85.92831	34.39648	228
AL	Horseshoe Bend	-87.74975	34.27288	254
AL	Horseshoe Bend	-87.34835	34.55009	264
AL	Horseshoe Bend	-87.96504	34.38038	275
AL	Horseshoe Bend	-86.13221	34.84120	276
AL	Horseshoe Bend	-87.86587	34.74565	304
AL	Horseshoe Bend Bridge	-87.96976	34.37954	275
AL	Horseshoe Bend National Military Park	-85.73635	32.97596	84
AL	Horseshoe Creek	-86.11998	34.22371	207
AL	Horseshoe Gap	-86.18942	33.76427	156
AL	Horseshoe Lake	-88.06709	31.65347	188
AL	Horseshoe Lake (historical)	-88.10308	32.78846	180
AL	Horseshoe Mountain	-87.36473	33.86316	196
AL	Horseshoe Pond	-85.94741	34.86379	280
AL	Horsetrough Creek	-85.75913	33.27956	112
AL	Horsley Lake	-86.16831	34.23537	208
AL	Horst Pond	-86.65776	33.52260	135
AL	Horton	-86.29692	34.20093	205
AL	Horton	-85.84636	34.38453	228
AL	Horton Branch	-86.84080	31.34350	125
AL	Horton Branch	-85.81191	34.36676	227
AL	Horton Branch	-88.13754	34.41427	287
AL	Horton Cemetery	-86.79497	31.34239	123
AL	Horton Cemetery	-88.05474	32.99624	183
AL	Horton Cemetery	-88.06113	32.99679	183
AL	Horton Creek	-86.02608	33.97788	181
AL	Horton Gap	-86.02470	34.17732	203
AL	Horton Hollow	-87.07723	34.90314	292
AL	Horton Mill Bridge	-86.44887	34.00760	184
AL	Horton Mountain	-87.31724	34.57704	265
AL	Horton School (historical)	-86.30470	34.20260	205
AL	Horton School (historical)	-86.64138	34.58759	250
AL	Horton Shoal	-85.43412	33.23595	124
AL	Horton Shoal Branch	-85.44217	33.23706	124
AL	Horton Spring	-87.31919	34.58238	266
AL	Horton Spring	-86.25475	34.86981	279
AL	Horton Spring Branch	-86.40443	34.30370	216
AL	Horton-Joiner Cemetery	-86.63999	34.58120	249
AL	Hortons Mill	-86.44721	34.00926	184
AL	Hortons Mill (historical)	-86.50887	33.17789	94
AL	Hortons Plaza Shopping Center	-87.06580	31.09879	159
AL	Hosanna Church	-85.78410	31.33045	122
AL	Hosea Cemetery	-87.73584	32.09098	142
AL	Hosea Mathis Dam	-85.57993	31.19851	144
AL	Hosea Mathis Lake	-85.57993	31.19851	144
AL	Hospilika Creek	-85.13271	32.46681	107
AL	Host	-86.26718	31.49100	96
AL	Hostler Creek	-86.25331	33.08401	81
AL	Hot Spur (historical)	-86.40109	33.42511	119
AL	Hotamville	-87.94001	31.99237	164
AL	Hotel Cemetery	-87.26305	32.08626	99
AL	Hotel Cemetery	-87.78889	31.52600	172
AL	Hough Cemetery	-86.59944	34.54565	245
AL	Houpt Cemetery	-87.92363	32.52569	158
AL	House (historical)	-85.85274	33.59038	142
AL	House Bluff	-86.72054	32.40569	44
AL	House Creek	-86.70276	32.35764	42
AL	House of Delivery of Apostles Church	-88.11040	30.73116	252
AL	House of God Church	-86.32080	32.36347	6
AL	House of God Saints in Christ Church	-85.84608	33.66899	151
AL	House of Happiness Church	-86.10720	34.64009	254
AL	House of Happiness School (historical)	-86.10804	34.64009	254
AL	House of Prayer	-86.70164	31.86265	69
AL	House of Prayer	-85.37708	31.21799	151
AL	House of Prayer	-87.58254	31.59361	151
AL	House of Prayer Church	-87.28776	31.59627	129
AL	House of Prayer Church	-86.29859	33.59427	137
AL	House of Prayer Church	-85.65466	31.15157	145
AL	House of Prayer Church	-87.78084	32.08904	147
AL	House of Prayer Church	-85.87302	33.99677	185
AL	House of Prayer Church	-88.23057	31.79738	196
AL	House of Prayer Church	-87.27390	33.93288	199
AL	House of Prayer Church	-85.64997	34.55564	250
AL	House of Prayer Freewill	-86.75194	34.26037	216
AL	House of Prayer Holiness Church	-87.12534	31.25781	147
AL	Household of Faith Church	-85.30467	32.68680	97
AL	Houser Hall	-87.54472	33.21444	154
AL	Houses Ferry (historical)	-86.44998	32.85846	58
AL	Houses Island	-86.45831	32.86762	60
AL	Houses Lake	-87.56657	33.27140	159
AL	Housh Chapel Cemetery	-87.80141	33.79427	215
AL	Houshs Chapel Church of Christ	-87.80141	33.79483	215
AL	Houston	-87.25807	34.14149	219
AL	Houston Academy	-85.44854	31.24406	145
AL	Houston Baptist Church Cemetery	-87.25778	34.14444	219
AL	Houston Branch	-85.95942	34.79231	272
AL	Houston Bridge	-86.28943	34.37092	223
AL	Houston Cemetery	-88.16891	32.62014	182
AL	Houston Cemetery	-86.77083	34.48593	241
AL	Houston Cemetery	-86.89639	34.67148	263
AL	Houston Cemetery	-87.36752	34.74370	284
AL	Houston Cemetery	-87.43030	34.82036	294
AL	Houston Church	-87.26029	34.16705	221
AL	Houston Church of God Cemetery	-87.26139	34.16861	222
AL	Houston Cole Library	-85.76274	33.82399	169
AL	Houston Corner	-87.63420	34.72981	293
AL	Houston County	-85.30252	31.15318	161
AL	Houston County Courthouse	-85.39243	31.22545	150
AL	Houston County Farm Center	-85.37368	31.19333	154
AL	Houston County Health Center	-85.39688	31.22101	150
AL	Houston County Health Department	-85.39320	31.22469	150
AL	Houston County High School	-85.11326	31.29379	160
AL	Houston County Jail	-85.40320	31.22635	149
AL	Houston County Port Authority Industrial Park	-85.09576	31.29202	161
AL	Houston County Public Library Ashford Branch	-85.23393	31.18154	162
AL	Houston Hill Junior High School	-86.29136	32.37708	4
AL	Houston Hollow	-86.05693	34.82008	274
AL	Houston Hollow	-86.15360	34.93397	286
AL	Houston Jail	-87.25751	34.14111	219
AL	Houston Library	-85.39493	31.22851	149
AL	Houston Lookout Tower	-85.15104	31.10490	174
AL	Houston Memorial Library	-86.97501	34.80370	279
AL	Houston Memorial United Methodist Church Cemetery	-87.25862	34.14306	219
AL	Houston Mine	-87.12805	33.24956	128
AL	Houston Post Office	-87.25751	34.14121	219
AL	Houston Recreation Site	-87.29807	34.12455	219
AL	Houston Spring	-85.95796	34.81123	274
AL	Houston Union Church	-87.25724	34.14483	219
AL	Houston Union Church Cemetery	-87.25667	34.14416	219
AL	Houston Volunteer Fire Department	-87.25833	34.14182	219
AL	Houstons Island (historical)	-88.08002	32.63513	174
AL	Houstons Landing (historical)	-88.08113	32.63291	174
AL	Houstons Store (historical)	-85.33160	31.81683	106
AL	Houstontown	-87.43502	34.82731	295
AL	Houstonville	-87.90027	30.50186	258
AL	Houten Branch	-87.96308	33.22873	187
AL	Hovaters Mill (historical)	-87.81753	34.54843	283
AL	Howard	-87.56751	33.85427	206
AL	Howard Branch	-86.43804	33.49233	127
AL	Howard Branch	-87.77114	34.28954	256
AL	Howard Brown Dam	-87.85668	32.78013	157
AL	Howard Brown Lake	-87.85668	32.78013	157
AL	Howard Building	-86.88306	33.45222	135
AL	Howard Cemetery	-86.14052	32.89957	61
AL	Howard Cemetery	-86.46052	31.74571	70
AL	Howard Chapel	-85.32966	32.35514	87
AL	Howard Chapel	-86.17942	33.46622	123
AL	Howard Church of Christ	-87.57057	33.85400	206
AL	Howard Cooper Bridge	-87.13972	32.94457	105
AL	Howard Creek	-86.71859	32.39375	44
AL	Howard Creek	-86.10773	31.71516	73
AL	Howard Dam	-85.67662	32.33514	55
AL	Howard Dam	-86.19497	33.20678	94
AL	Howard E Smith Dam	-88.23001	31.02018	239
AL	Howard E Smith Lake	-88.22896	31.01949	239
AL	Howard Island (historical)	-87.26196	34.75731	282
AL	Howard Johnson Express	-85.59460	33.62700	154
AL	Howard Johnson Express Inn - Birmingham	-86.83420	33.45850	134
AL	Howard Johnson Express Inn - Dothan	-85.40670	31.19350	152
AL	Howard Johnson Express Oxford	-85.82950	33.60580	144
AL	Howard Johnson Inn	-85.87970	34.27520	216
AL	Howard Johnson Inn Mobile AL	-88.11800	30.65500	259
AL	Howard Johnson Inn Tuscaloosa AL	-87.53460	33.16280	149
AL	Howard Johnson Montgomery	-86.16650	32.37020	9
AL	Howard Lake	-85.60996	34.50620	246
AL	Howard Lamar Dam	-85.62662	32.33348	59
AL	Howard Landing	-87.56582	31.45600	159
AL	Howard Mine	-85.67246	32.91151	82
AL	Howard School (historical)	-87.28752	34.88897	297
AL	Howard Town Baptist Church	-88.21168	31.37156	215
AL	Howard Town Cemetery	-88.21112	31.37156	215
AL	Howards Bar	-88.11252	32.80874	181
AL	Howards Chapel Cemetery	-85.61611	34.50528	246
AL	Howards Grove Church	-85.25688	31.10490	168
AL	Howards Landing (historical)	-85.03771	32.15376	117
AL	Howards Lower Bar	-88.11086	32.80680	181
AL	Howards Mill Creek	-85.06271	31.13963	176
AL	Howards Pond	-86.17714	32.89689	60
AL	Howe	-85.16410	32.01849	110
AL	Howell Cemetery	-86.14024	32.24625	17
AL	Howell Cemetery	-87.99529	32.14042	165
AL	Howell Cemetery	-85.50329	34.17287	213
AL	Howell Cemetery	-85.55135	34.18176	213
AL	Howell Creek	-85.26994	31.85544	109
AL	Howell Dam	-86.42998	33.75177	156
AL	Howell Lake	-86.41812	33.74726	155
AL	Howell Pond	-85.45594	31.30969	139
AL	Howell School (historical)	-87.39778	33.04540	131
AL	Howell and Graves School	-87.63558	34.73370	293
AL	Howells	-86.20911	31.05240	145
AL	Howells Camp	-87.41278	33.35095	154
AL	Howells Cove	-86.15997	33.49205	126
AL	Howells Cove	-86.14442	33.56594	134
AL	Howells Crossroads	-85.54552	34.17815	213
AL	Howells Ferry Heights	-88.26112	30.74380	261
AL	Howells Grove School (historical)	-85.50357	33.56011	151
AL	Howells Mill (historical)	-86.30192	33.46677	123
AL	Howelton	-86.18359	34.05593	189
AL	Howelton Cemetery	-86.17748	34.05065	188
AL	Howelton Methodist Church	-86.17998	34.05649	189
AL	Howelton School (historical)	-86.18053	34.05649	189
AL	Howitzer Hill	-85.78913	33.70399	156
AL	Howles Grove Church (historical)	-85.49079	33.55566	151
AL	Howse Camp	-87.41584	33.35984	155
AL	Howton	-87.34028	33.25901	142
AL	Howton Camp	-87.18000	33.55622	159
AL	Howton Subdivision	-87.51417	33.18679	149
AL	Howtons Ferry (historical)	-87.28472	33.48317	158
AL	Hub (historical)	-87.98393	34.60982	297
AL	Hub Neck	-88.09723	31.19628	217
AL	Hubbard	-86.81804	32.89901	80
AL	Hubbard Canyon	-87.48086	34.31510	245
AL	Hubbard Cemetery	-85.81662	32.03265	55
AL	Hubbard Cemetery	-86.61860	33.27872	108
AL	Hubbard Cemetery	-86.26498	33.45650	122
AL	Hubbard Cemetery	-87.27583	33.04429	122
AL	Hubbard Creek	-85.89802	33.45289	126
AL	Hubbard Creek	-87.47252	34.32260	246
AL	Hubbard Dam	-85.19327	32.52181	102
AL	Hubbard Elementary School	-87.30974	34.68120	276
AL	Hubbard Lake	-85.19308	32.52112	102
AL	Hubbard Landing	-87.87055	31.06268	210
AL	Hubbard Memorial Methodist Church	-88.10611	30.70713	254
AL	Hubbard Plantation (historical)	-87.50697	34.31288	246
AL	Hubbard Springs Cemetery	-87.31444	33.02707	124
AL	Hubbard Springs Free Will Baptist Church	-87.31444	33.02512	124
AL	Hubbards Lake	-86.53955	33.67590	149
AL	Hubbards Lake Dam	-86.54165	33.67344	148
AL	Hubbards Mill (historical)	-87.88999	30.84741	228
AL	Hubbards Mill (historical)	-87.50280	34.30871	246
AL	Hubbards Store (historical)	-85.78940	32.11043	52
AL	Hubbert Mill Creek	-87.80002	33.79427	215
AL	Hubbertsville Gas Field	-87.74030	33.82455	214
AL	Hubbertville	-87.74002	33.82788	214
AL	Hubbertville Cemetery	-87.74085	33.82788	214
AL	Hubbertville Church of Christ	-87.74141	33.82872	214
AL	Hubbertville High School	-87.74224	33.82983	214
AL	Hubbertville Volunteer Fire Department	-87.73430	33.85051	215
AL	Hubie Cauthen Number 1 Dam	-86.26163	32.12848	25
AL	Hubie Cauthen Number 2 Dam	-86.25663	32.13515	25
AL	Hubie Cauthen Number One Lake	-86.26163	32.12848	25
AL	Hubie Cauthen Number Two Lake	-86.25663	32.13515	25
AL	Huckaba Bridge	-86.95140	34.39593	235
AL	Huckabaa Pond	-86.41614	31.08439	142
AL	Huckaby Lake Dam	-86.81166	33.34344	121
AL	Huckaville	-86.41606	31.07962	142
AL	Huckeby Branch	-88.11058	33.37429	207
AL	Huckleberry Branch	-86.34580	31.77654	65
AL	Huckleberry Branch	-86.80888	33.41205	128
AL	Huckleberry Branch	-87.19666	33.47705	152
AL	Huckleberry Branch	-86.75361	34.23593	213
AL	Huckleberry Creek	-85.82578	31.55878	97
AL	Huddleston Cove	-85.85525	34.88619	283
AL	Huddon Creek	-87.64864	34.85620	306
AL	Hudgens Pond	-86.27872	31.21490	127
AL	Hudgins Cemetery	-85.80970	34.65286	258
AL	Hudgins Cemetery	-85.99137	34.68008	259
AL	Hudson Bay	-88.11306	30.26326	292
AL	Hudson Branch	-86.25498	33.35011	110
AL	Hudson Branch Wastewater Treatment Plant	-87.30006	31.52748	135
AL	Hudson Cemetery	-86.24746	31.93710	47
AL	Hudson Cemetery	-86.13162	31.49516	96
AL	Hudson Cemetery	-85.66024	33.72177	161
AL	Hudson Cemetery	-87.18307	34.79148	283
AL	Hudson Cemetery	-86.33554	34.98425	291
AL	Hudson Creek	-86.41581	32.51680	23
AL	Hudson Dam	-85.11660	32.49847	108
AL	Hudson Dam	-85.22994	33.07679	125
AL	Hudson Elementary School	-86.80471	33.55622	142
AL	Hudson Gardens	-86.93583	33.42733	135
AL	Hudson Grove	-86.93083	33.43122	135
AL	Hudson High School	-87.03305	32.42264	73
AL	Hudson Lake	-85.22994	33.07679	125
AL	Hudson Mine	-85.88830	33.34678	115
AL	Hudson Mobile Home Park	-87.29250	33.87250	194
AL	Hudson Settlement	-87.29917	33.88538	195
AL	Hudson-Kirby Stadium	-87.18472	33.76639	179
AL	Hueys Marina	-87.22473	34.00094	203
AL	Hueytown	-86.99666	33.45122	140
AL	Hueytown Baptist Church	-86.98206	33.43384	137
AL	Hueytown Church	-87.02749	33.42650	139
AL	Hueytown Church of God	-87.00916	33.45289	140
AL	Hueytown City Hall	-86.99444	33.42678	137
AL	Hueytown Crest	-86.99694	33.46122	141
AL	Hueytown Elementary School	-86.99110	33.44233	139
AL	Hueytown Fire and Rescue Station 1	-86.99386	33.44284	139
AL	Hueytown Fire and Rescue Station 2	-87.01278	33.43025	138
AL	Hueytown Fire and Rescue Station 3	-87.05044	33.42235	139
AL	Hueytown High School	-86.99194	33.44650	139
AL	Hueytown Public Library	-86.99444	33.42650	137
AL	Huff Cemetery	-87.73392	34.65870	290
AL	Huff Cemetery	-87.61808	34.83564	303
AL	Huff Cemetery	-87.56947	34.87009	304
AL	Huff Dam	-86.28665	33.97176	179
AL	Huff Gap	-85.84302	34.17315	205
AL	Huffman	-86.69304	33.59927	144
AL	Huffman Bar	-86.56664	32.37347	29
AL	Huffman Branch	-88.18726	34.98092	342
AL	Huffman Gardens	-86.67499	33.60399	144
AL	Huffman High School	-86.68388	33.61121	145
AL	Huffman Hollow	-88.17615	34.98925	342
AL	Huffman Middle School	-86.69416	33.59510	143
AL	Huffman Mountain	-86.79889	33.98149	187
AL	Huffman Recreation Center	-86.70777	33.59038	143
AL	Huffman United Methodist Church	-86.69111	33.59694	143
AL	Huffmans Ford	-87.84752	33.14734	173
AL	Huffmans Pond	-86.45741	32.16820	28
AL	Huffstufer Mine	-86.69722	33.87232	173
AL	Huggins Cemetery	-87.94778	31.82349	170
AL	Huggins Creek	-87.84362	32.36292	149
AL	Hugh Owen Memorial Stadium	-85.88160	31.04240	150
AL	Hugh Pate Dam	-88.10669	33.18679	196
AL	Hugh R Thomas Bridge	-87.57390	33.21429	156
AL	Hugh Siding (historical)	-86.78416	33.60066	146
AL	Hugh Street School	-86.33219	32.36097	7
AL	Hughes	-87.09360	31.79738	100
AL	Hughes Avenue Baptist Church	-86.08525	34.02010	185
AL	Hughes Branch	-86.50719	31.56405	91
AL	Hughes Branch	-87.89447	33.96455	235
AL	Hughes Branch	-87.93698	34.46204	281
AL	Hughes Cemetery	-86.73138	33.75288	161
AL	Hughes Cemetery	-86.00275	34.00565	184
AL	Hughes Cemetery	-88.05224	33.02596	184
AL	Hughes Cemetery	-87.21002	34.32066	235
AL	Hughes Chapel	-86.70805	33.75260	160
AL	Hughes Church	-88.12086	33.66789	227
AL	Hughes Creek	-88.11002	33.03846	189
AL	Hughes Creek	-86.61888	34.41065	230
AL	Hughes Ferry (historical)	-86.23914	32.48875	15
AL	Hughes Lake	-85.76394	31.13226	144
AL	Hughes Mill	-85.78386	34.41898	233
AL	Hughes Mill (historical)	-87.71501	33.31928	173
AL	Hughes Mill Creek	-87.72473	33.32095	174
AL	Hughes Mobile Home Park	-87.75409	30.61417	240
AL	Hughes Park	-86.74305	34.70370	264
AL	Hughes Spring	-86.59380	34.41719	231
AL	Hughes Spring Branch	-86.00136	34.00204	184
AL	Hughey Cemetery	-86.98751	34.86981	287
AL	Hughs Road Church	-86.74083	34.72092	266
AL	Hugins Store (historical)	-86.36440	31.58294	86
AL	Hugley	-85.24605	32.43209	96
AL	Hugleys Pond	-85.18107	32.40839	101
AL	Hugo	-87.68890	32.26681	135
AL	Huguley	-85.22966	32.83457	110
AL	Huguley Cemetery	-85.21439	32.82374	111
AL	Huguley Congregational Christian Church	-85.23244	32.84457	110
AL	Huguley Elementary School	-85.22855	32.83457	110
AL	Huguley Fire Department	-85.24530	32.84806	110
AL	Huguley Methodist Church	-85.22716	32.83374	110
AL	Hulaco	-86.59860	34.31232	219
AL	Hulaco School (historical)	-86.59944	34.29732	218
AL	Huldah (historical)	-86.46860	34.07510	192
AL	Hull	-87.57167	33.05373	145
AL	Hull	-87.05889	33.77427	174
AL	Hull Consolidated School (historical)	-87.56778	33.05762	145
AL	Hull Lake	-87.61372	33.04433	148
AL	Hull Mine	-87.09306	33.76538	175
AL	Hullett Branch	-87.29501	34.11316	217
AL	Hulletts Chapel	-86.51804	33.76621	158
AL	Hulls Cemetery	-87.59167	33.04401	146
AL	Hulls Landing	-87.60917	33.05929	149
AL	Hulsey Branch	-87.90059	34.35871	270
AL	Hulsey Center	-86.80805	33.49816	137
AL	Humana Hospital Russellville	-87.71864	34.50759	274
AL	Humber Bend	-87.26917	33.52789	161
AL	Humble Zion Church	-85.35216	32.09154	90
AL	Humoro	-86.76777	33.61760	148
AL	Humphrey Branch	-87.63585	33.93788	217
AL	Humphrey Cemetery	-86.57610	34.80065	273
AL	Humphrey Cemetery	-86.52388	34.86981	280
AL	Humpton	-86.30498	34.54759	243
AL	Humpton Cemetery	-86.30332	34.54759	243
AL	Hunawell Creek	-87.84805	30.70575	237
AL	Hundley Cemetery	-86.84528	34.66870	262
AL	Hundred Oaks	-86.50693	33.59455	139
AL	Hunley Cemetery	-86.83195	34.59426	254
AL	Hunnicut Creek	-88.32336	32.02709	198
AL	Hunt AHP Airport	-85.58327	31.38350	125
AL	Hunt Cemetery	-86.50055	34.84842	277
AL	Hunt Chapel	-85.81441	34.22426	211
AL	Hunt Memorial Congregational Church	-85.94052	32.94207	71
AL	Hunt Mountain	-86.55610	33.91982	176
AL	Hunt Store (historical)	-86.10637	34.63536	253
AL	Hunter	-86.39553	32.39569	14
AL	Hunter (historical)	-87.61253	34.64120	283
AL	Hunter Branch	-85.59940	33.14901	107
AL	Hunter Branch	-85.59273	33.40789	132
AL	Hunter Branch	-85.13826	31.25045	162
AL	Hunter Branch	-86.65555	34.22621	211
AL	Hunter Camp	-87.43446	34.27927	240
AL	Hunter Camp	-87.34613	34.33732	242
AL	Hunter Chapel	-87.60251	32.51597	128
AL	Hunter Chapel Cemetery	-87.60306	32.51569	128
AL	Hunter Creek	-85.53301	32.93012	93
AL	Hunter Creek	-85.59329	33.26706	119
AL	Hunter Creek	-87.01886	31.43683	125
AL	Hunter Hollow	-86.20471	34.75981	267
AL	Hunter Point	-85.82775	34.75675	269
AL	Hunter Post Office (historical)	-87.61253	34.64120	283
AL	Hunter School	-86.95499	32.17903	69
AL	Hunter Station Baptist Church	-86.39775	32.39930	14
AL	Hunter Station Church of Christ	-86.39942	32.40014	14
AL	Hunter Street Baptist Church	-86.86388	33.50733	140
AL	Hunter Street Baptist Church	-85.86552	33.64483	147
AL	Hunters African Methodist Episcopal Zion Chapel	-87.56278	33.20456	154
AL	Hunters Cemetery	-85.16854	31.24212	161
AL	Hunters Chapel	-87.22778	33.79177	183
AL	Hunters Crossroads	-85.16854	31.24962	160
AL	Hunters Glen (historical)	-86.78471	33.29400	115
AL	Hunters Hill	-86.68054	33.52177	135
AL	Hunters Point	-86.23663	32.30153	6
AL	Hunters School (historical)	-87.22806	33.79289	183
AL	Hunters Slough	-87.94361	31.37433	193
AL	Hunting Downs	-86.34664	32.24042	15
AL	Hunting Ridge	-86.47720	32.45486	23
AL	Hunting Ridge	-86.28192	33.54594	132
AL	Hunting Ridge Church of God	-86.46886	32.45402	23
AL	Huntingdon College	-86.28525	32.35097	3
AL	Huntington Park	-86.78527	33.38539	124
AL	Huntington Park	-86.83971	33.43261	131
AL	Huntington Place	-87.59612	33.30178	163
AL	Huntington Place Elementary School	-87.59917	33.30151	164
AL	Huntland	-87.45473	33.13873	142
AL	Huntleigh Woods	-88.19584	30.68352	261
AL	Huntley Branch	-86.06386	33.34622	111
AL	Hunts Cemetery	-85.81358	34.22482	211
AL	Hunts Mill (historical)	-86.60081	32.90207	68
AL	Huntsville	-86.58610	34.73037	265
AL	Huntsville AL Days Inn & Suites	-86.68210	34.74460	268
AL	Huntsville Academy (historical)	-86.58333	34.72981	265
AL	Huntsville Adult Education Center	-86.60222	34.70315	262
AL	Huntsville Airport North	-86.55610	34.85703	279
AL	Huntsville Baptist Temple	-86.56444	34.71787	263
AL	Huntsville Bible Church	-86.57249	34.75231	267
AL	Huntsville Christian Church	-86.62694	34.74926	268
AL	Huntsville Church of God	-86.59860	34.71926	264
AL	Huntsville City Infirmaries (historical)	-86.58166	34.72259	264
AL	Huntsville Collegiate Institute (historical)	-86.57555	34.73454	265
AL	Huntsville Equitation School	-86.44082	34.75370	266
AL	Huntsville Female Academy (historical)	-86.58221	34.73342	265
AL	Huntsville Field	-86.58888	34.68842	260
AL	Huntsville Fire and Rescue Station 1	-86.58673	34.72821	265
AL	Huntsville Fire and Rescue Station 10	-86.61611	34.78844	272
AL	Huntsville Fire and Rescue Station 11	-86.73457	34.64744	258
AL	Huntsville Fire and Rescue Station 12	-86.65699	34.72799	266
AL	Huntsville Fire and Rescue Station 14	-86.54872	34.62504	253
AL	Huntsville Fire and Rescue Station 15	-86.63452	34.75906	269
AL	Huntsville Fire and Rescue Station 16	-86.71484	34.75769	270
AL	Huntsville Fire and Rescue Station 17	-86.47588	34.66077	256
AL	Huntsville Fire and Rescue Station 2	-86.57767	34.74987	267
AL	Huntsville Fire and Rescue Station 3	-86.62653	34.71378	264
AL	Huntsville Fire and Rescue Station 4	-86.53162	34.73741	265
AL	Huntsville Fire and Rescue Station 5	-86.60552	34.73734	266
AL	Huntsville Fire and Rescue Station 6	-86.58420	34.69094	261
AL	Huntsville Fire and Rescue Station 7	-86.56662	34.62047	253
AL	Huntsville Fire and Rescue Station 8	-86.58237	34.77848	270
AL	Huntsville Fire and Rescue Station 9	-86.55548	34.67191	258
AL	Huntsville Free Methodist Church	-86.64166	34.77120	270
AL	Huntsville Freewill Baptist Church	-86.57499	34.74648	267
AL	Huntsville Golf and Country Club	-86.61222	34.74870	267
AL	Huntsville High School	-86.58360	34.71537	263
AL	Huntsville Hills	-86.53610	34.66676	257
AL	Huntsville Hospital	-86.58079	34.72088	264
AL	Huntsville Hospital for Women and Children	-86.57457	34.72022	264
AL	Huntsville Industrial Center	-86.58194	34.74842	267
AL	Huntsville International Airport-Carl T Jones Field	-86.77476	34.64933	259
AL	Huntsville Junior High School	-86.57777	34.73426	265
AL	Huntsville Knights Inn	-86.63720	34.73510	266
AL	Huntsville Memory Gardens	-86.70277	34.75342	269
AL	Huntsville Mountain	-86.51693	34.67148	258
AL	Huntsville Municipal Golf Course	-86.58305	34.68342	260
AL	Huntsville Museum of Arts	-86.59055	34.72815	265
AL	Huntsville Park	-86.60888	34.70454	262
AL	Huntsville Park	-86.61888	34.70454	263
AL	Huntsville Park Baptist Church	-86.60999	34.70620	263
AL	Huntsville Post Office	-86.58721	34.73259	265
AL	Huntsville Running Park	-86.59110	34.68342	260
AL	Huntsville Sewage Treatment Plant	-86.59916	34.67037	259
AL	Huntsville Speedway	-86.53471	34.56815	247
AL	Huntsville Spring Branch	-86.69444	34.62342	255
AL	Hurd Hollow	-88.07726	34.79953	319
AL	Hurd Spring	-88.07768	34.79326	319
AL	Hurds Gap	-85.90886	33.74538	157
AL	Hurley	-85.62302	34.27509	221
AL	Hurn Spring	-87.26435	34.96739	304
AL	Hurn Spring Branch	-87.27030	34.96481	304
AL	Hurricane	-87.90194	30.84102	229
AL	Hurricane (historical)	-87.27085	34.88203	295
AL	Hurricane Baptist Church	-87.48750	33.22623	150
AL	Hurricane Baptist Church	-88.45142	31.87626	214
AL	Hurricane Bay Business Park	-88.12046	30.55552	267
AL	Hurricane Bayou	-87.91166	30.83324	231
AL	Hurricane Bluff	-87.24166	32.08292	98
AL	Hurricane Branch	-86.32858	32.60430	28
AL	Hurricane Branch	-86.74860	32.70180	60
AL	Hurricane Branch	-85.87828	31.91571	61
AL	Hurricane Branch	-85.66274	33.32650	121
AL	Hurricane Branch	-86.81749	33.37983	125
AL	Hurricane Branch	-87.51693	31.31211	166
AL	Hurricane Branch	-88.10917	31.21045	217
AL	Hurricane Branch	-86.17665	34.40370	227
AL	Hurricane Branch	-87.23807	34.28343	232
AL	Hurricane Branch	-88.40279	31.19768	240
AL	Hurricane Branch	-88.05920	34.32677	275
AL	Hurricane Branch	-87.26418	34.88147	295
AL	Hurricane Cemetery	-85.65466	31.07851	153
AL	Hurricane Chapel	-86.40138	34.79953	271
AL	Hurricane Church	-86.39665	34.75648	266
