StateAbb	PlaceName	longitude	latitude	DistancetoCapitalCity_km
AL	International Seaman Center	-88.04497	30.67592	252
AL	International Speedway	-86.06608	33.56538	135
AL	Interstate 10 Industrial Parkway Industrial Park	-88.17521	30.56931	269
AL	Interstate 65 Government Boulevard Commerce Park	-88.12166	30.65506	259
AL	Interstate Industrial Park	-86.35691	32.26792	14
AL	Interstate Industrial Park	-87.45695	33.17484	144
AL	Interurban Heights	-86.91416	33.48150	139
AL	Inverness	-85.74606	32.01488	61
AL	Inverness	-86.71110	33.40705	124
AL	Inverness Baptist Church	-85.74662	32.01543	61
AL	Inverness Cemetery	-85.75412	32.02154	60
AL	Inverness Cliffs	-86.70332	33.40705	124
AL	Inverness Elementary School	-86.70276	33.40872	124
AL	Inverness Plaza Shopping Center	-86.69582	33.41955	125
AL	Inverness Point	-86.71999	33.41844	125
AL	Ioka Farms	-87.42083	32.61819	113
AL	Irby Cemetery	-87.30694	32.08487	103
AL	Ireland Cemetery	-87.70642	34.21871	247
AL	Ireland Methodist Memorial Church	-87.70614	34.21815	247
AL	Irene (historical)	-85.79580	33.93899	181
AL	Irene Hoffman Trailer Park	-88.18120	30.56608	270
AL	Irene Post Office (historical)	-85.79580	33.93899	181
AL	Irish Hill	-86.88888	33.54066	144
AL	Irishman Ditch	-87.07193	32.25764	77
AL	Irma (historical)	-85.93802	32.72346	51
AL	Iron Bridge	-87.90140	32.20070	156
AL	Iron Bridge School (historical)	-87.38891	34.54315	264
AL	Iron City	-85.66413	33.66788	156
AL	Iron City Baptist Church	-85.66718	33.66733	155
AL	Iron City Cemetery	-85.66691	33.67149	156
AL	Iron City Mountain	-85.67107	33.65288	154
AL	Iron City United Methodist Church	-85.66607	33.66816	156
AL	Iron Mountain	-85.81135	33.69510	154
AL	Iron Mountain	-86.42360	33.98065	181
AL	Iron Mountain Church (historical)	-87.00029	34.44037	241
AL	Iron Mountain School (historical)	-87.58140	33.87788	209
AL	Iron Ore Mountain	-87.37222	33.42372	158
AL	Ironaton	-85.97108	33.42678	122
AL	Ironaton Church of Christ	-85.96969	33.42622	122
AL	Ironaton Fire Department	-86.00085	33.43343	122
AL	Ironaton Methodist Church	-85.97052	33.42705	122
AL	Irondale	-86.70721	33.53816	138
AL	Irondale Branch	-85.72886	34.96369	293
AL	Irondale Bridge	-86.62887	33.48066	129
AL	Irondale City Hall	-86.70665	33.53816	138
AL	Irondale Elementary School	-86.69554	33.53288	137
AL	Irondale Fire Department Station 1	-86.69855	33.52928	136
AL	Irondale Fire Department Station 2	-86.66587	33.54056	137
AL	Irondale Fire Department Station 3	-86.64187	33.58024	140
AL	Irondale Junior High School	-86.70888	33.53483	137
AL	Irondale Municipal Park	-86.69554	33.52927	136
AL	Irondale Plaza Shopping Center	-86.68860	33.54455	138
AL	Irondale Presbyterian Church	-86.70638	33.53483	137
AL	Ironman Baptist Church	-87.00056	34.44065	241
AL	Ironston Gap	-85.93469	33.35956	115
AL	Ironville	-87.34278	32.80068	113
AL	Irvin Bar	-87.71444	31.38628	175
AL	Irving Lake	-87.93750	30.80352	235
AL	Irving Pond	-87.25764	34.47798	253
AL	Irvington	-86.92917	34.63981	261
AL	Irvington	-88.23389	30.50686	278
AL	Irvington Church	-88.23639	30.50242	279
AL	Irwin Shoals	-85.80552	32.96262	79
AL	Isaac Creek	-87.55083	31.62599	147
AL	Isabel Mountain	-87.10168	34.44148	244
AL	Isabella	-86.78665	32.82846	72
AL	Isabella Baptist Church	-86.78832	32.82513	72
AL	Isabella Cemetery	-86.78860	32.82485	72
AL	Isabella Church	-86.89137	32.32819	60
AL	Isabella High School	-86.78637	32.82902	72
AL	Isabella Volunteer Fire Department	-86.78713	32.82805	72
AL	Isabelle Creek	-86.92139	33.87344	179
AL	Isbell	-87.75392	34.45537	271
AL	Isbell Branch	-87.62364	34.64620	284
AL	Isbell Cemetery	-86.17998	34.68981	259
AL	Isbell Chapel Missionary Baptist Church	-87.68447	34.63565	285
AL	Isbell Field Airport	-85.71979	34.47232	240
AL	Isbell Spring	-86.11553	33.42205	119
AL	Isbell Spring	-86.18765	34.68843	259
AL	Iselet Creek	-88.38779	31.00463	252
AL	Ishams Creek	-86.81192	31.93376	70
AL	Ishkooda	-86.86138	33.45983	135
AL	Ishkooda Elementary School (historical)	-86.86332	33.45900	135
AL	Islamic Dawah Center	-88.08318	30.72422	251
AL	Islamic Society of Mobile	-88.17959	30.68883	260
AL	Island Bar	-85.68886	34.93980	291
AL	Island Branch	-87.35861	33.45067	159
AL	Island Branch	-87.95476	34.37760	274
AL	Island Branch	-88.38251	30.61297	280
AL	Island Creek	-85.18327	32.38209	101
AL	Island Creek Ferry (historical)	-85.71608	34.90119	287
AL	Island Ford	-86.27025	32.88679	59
AL	Island Ford	-87.02388	33.05734	106
AL	Island Ford	-85.59273	33.32595	124
AL	Island Ford	-86.95555	33.71455	164
AL	Island Ford	-87.30195	34.10611	217
AL	Island Ford Bridge	-85.59273	33.32623	124
AL	Island Heads Branch	-87.79777	30.96963	212
AL	Island Home (historical)	-85.90802	32.84957	64
AL	Island Landing	-87.86499	31.05240	210
AL	Island Park (historical)	-86.16525	33.40566	117
AL	Island Park Spring	-86.16525	33.40566	117
AL	Isle Dauphin Country Club	-88.10278	30.24465	293
AL	Isle aux Dames	-88.29556	30.37076	293
AL	Isle aux Herbes	-88.25667	30.34353	293
AL	Isney	-88.45558	31.78238	217
AL	Isney Baptist Church	-88.44947	31.78155	217
AL	Isom Branch	-87.75809	34.32093	259
AL	Isom Cemetery	-86.87695	34.79231	276
AL	Isom Chapel	-86.87639	34.79176	276
AL	Isom Creek	-87.65640	33.82566	209
AL	Israel Cemetery	-86.07329	31.84599	59
AL	Israelite Church	-87.35583	32.31320	103
AL	Italian Catholic Cemetery	-87.11333	33.11290	116
AL	Italian Town	-87.09999	33.11845	116
AL	Ivalee	-86.14525	34.03454	186
AL	Ivalee Baptist Church	-86.14386	34.03565	186
AL	Ivalee Cemetery	-86.14275	34.04815	188
AL	Ivalee Elementary School	-86.12525	34.03593	187
AL	Ivalee Fire Department	-86.12681	34.03660	187
AL	Ivanhoe	-86.77582	33.14817	100
AL	Ivanhoe	-86.89471	33.48316	138
AL	Ivey Bottom	-86.05220	34.76314	268
AL	Ivey Branch	-88.07671	34.42204	285
AL	Ivey Cemetery	-87.18000	32.69596	94
AL	Ivey Cemetery	-85.17605	32.09765	106
AL	Ivey Cemetery	-87.04387	31.47433	123
AL	Ivey Lookout Tower	-85.37133	32.53819	86
AL	Ivey Mine	-86.46192	32.89846	63
AL	Iveys Chapel	-87.17694	32.69846	94
AL	Iveys Chapel Cemetery	-87.17805	32.69930	94
AL	Ivie Bar	-88.28698	33.21623	213
AL	Ivies Landing (historical)	-88.29142	33.22957	214
AL	Ivory Cemetery	-85.72634	32.24376	52
AL	Ivory Mountain	-85.70052	33.52594	140
AL	Ivy (historical)	-88.29364	32.83263	198
AL	Ivy Bluff	-87.24724	34.84203	291
AL	Ivy Bluff	-87.34891	34.91453	301
AL	Ivy Bluff Mine	-87.17083	33.64316	166
AL	Ivy Branch	-86.66249	33.36817	118
AL	Ivy Branch	-87.78059	34.32982	261
AL	Ivy Chase	-86.82805	33.38678	126
AL	Ivy Church	-86.36052	31.69488	74
AL	Ivy Creek	-86.78359	32.39125	50
AL	Ivy Creek	-86.36524	31.70710	73
AL	Ivy Creek	-86.34385	31.66432	77
AL	Ivy Creek	-85.84108	34.46203	237
AL	Ivy Creek School	-86.36746	31.70293	73
AL	Ivy Creek United Methodist Church	-86.78221	32.45986	51
AL	Ivy Glenn	-86.76888	33.42205	127
AL	Ivy Green	-87.70661	34.73891	296
AL	Ivy Hollow	-86.80861	34.38593	231
AL	Ivy Hollow	-87.20613	34.59065	263
AL	Ivy Mine	-87.08750	33.75983	174
AL	Izzard Shoals	-87.71501	33.00401	154
AL	J A Bennett Cemetery	-87.29446	34.04177	210
AL	J A Hughes Lake Number 3 Dam	-85.72327	31.08684	150
AL	J A Hughes Number One Dam	-85.76160	31.12851	144
AL	J A Hughes Number Two Dam	-85.76493	31.13184	144
AL	J B Hendley Lake Dam	-86.61495	31.02351	152
AL	J B Malones Landing (historical)	-88.09084	31.72627	187
AL	J B Simmons Bridge	-86.06300	31.41350	106
AL	J B Thomas Dam	-87.47667	32.78846	124
AL	J B Thomas Lake	-87.47801	32.78928	124
AL	J B Wilson Landing (historical)	-88.05278	31.58294	190
AL	J D Phillips Lake	-87.78581	31.87990	154
AL	J D Phillips Lake Dam	-87.78500	31.88015	154
AL	J D Thompson High School	-86.12302	32.85540	57
AL	J D Young Field	-86.81055	33.49816	137
AL	J E Robinson Dam	-88.22667	30.49853	278
AL	J E Robinson Lake	-88.22688	30.49976	278
AL	J E Terry Elementary School	-86.92527	32.65346	71
AL	J F Shields High School	-87.19665	31.73293	112
AL	J Friday Number 1 Dam	-86.91832	32.43847	63
AL	J Friday Number 1 Lake	-86.91866	32.43873	63
AL	J Friday Number 2 Dam	-86.90165	32.43514	61
AL	J Friday Number 2 Lake	-86.90165	32.43514	61
AL	J H Hines Dam	-85.42662	32.87179	97
AL	J H Hines Lake	-85.42636	32.87228	97
AL	J H Oliver Lake	-86.87166	33.01845	93
AL	J H Oliver Lake Dam	-86.87166	33.01845	93
AL	J J Farms	-86.64389	34.96750	292
AL	J L Crenshaw Lake Number One	-86.47300	32.14241	31
AL	J L Crenshaw Number 1 Dam	-86.47497	32.14348	31
AL	J L Crenshaw Number 2 Dam	-86.55331	32.20514	33
AL	J L Morrison Dam Number 1	-87.57167	32.65013	128
AL	J L Morrison Dam Number 2	-87.55167	32.70513	128
AL	J L Morrison Lake Number One	-87.57167	32.65013	128
AL	J L Morrison Lake Number Two	-87.55117	32.70329	127
AL	J L Wagner Elementary School	-85.98053	34.00426	185
AL	J M Elliott Junior School	-86.04997	34.02288	186
AL	J M Gaston Number 1 Dam	-87.19999	32.42514	89
AL	J M Gaston Number 2 Dam	-87.21499	32.43180	90
AL	J M Gaston Number One Lake	-87.19999	32.42514	89
AL	J M Gaston Number Two Lake	-87.21382	32.43129	90
AL	J M Gentry Dam	-87.07666	32.51013	79
AL	J M Granger Dam	-86.06330	32.76346	49
AL	J M Roberts Pond	-86.55864	33.67283	149
AL	J M Roberts Pond Dam	-86.55665	33.67344	149
AL	J Martin Landing (historical)	-88.13196	31.90071	184
AL	J Oviatt Bowers Park	-87.51112	33.17790	149
AL	J P Bertolli Dam	-87.73332	30.64686	236
AL	J P Groce Dam	-85.49328	32.39181	72
AL	J P Mckee Dam	-87.98000	31.49183	189
AL	J Paul Jones Hospital	-87.29980	31.99816	106
AL	J R Gilbert Dam	-85.72997	34.65508	260
AL	J R Gilberts Lake	-85.72834	34.65445	260
AL	J R Paul Lake	-86.78944	32.13596	56
AL	J R Paul Lake Dam	-86.78998	32.13514	56
AL	J Rudolphs Mill (historical)	-86.55191	31.39267	110
AL	J S Dunlap Dam	-86.15830	32.90012	61
AL	J S Sommerville Dam	-88.15669	33.10346	196
AL	J S Sommerville Lake	-88.15689	33.10555	196
AL	J Smiths Landing (historical)	-86.80915	32.30708	52
AL	J T Conner Dam	-85.64662	32.37514	58
AL	J T Stewart Lake Dam	-86.58165	32.80846	59
AL	J W Mayhall Lake Dam	-87.52336	34.28010	244
AL	J W Thornton Landing (historical)	-88.14362	31.85988	186
AL	J and J Speedway	-88.32140	30.48575	286
AL	JAMESON INN ALBERTVILLE	-86.20350	34.27320	213
AL	JAMESON INN AUBURN	-85.44950	32.62770	82
AL	JAMESON INN BESSEMER	-87.00450	33.36610	132
AL	JAMESON INN DECATUR	-87.01990	34.57890	256
AL	JAMESON INN EUFAULA	-85.14750	31.87730	118
AL	JAMESON INN FLORENCE	-87.63010	34.83010	302
AL	JAMESON INN GREENVILLE AL	-86.64250	31.85290	67
AL	JAMESON INN JASPER	-87.28810	33.84850	191
AL	JAMESON INN OXFORD	-85.78990	33.61220	146
AL	JAMESON INN OZARK	-85.67020	31.46120	114
AL	JAMESON INN PRATTVILLE	-86.41790	32.45960	19
AL	JAMESON INN SCOTTSBORO	-86.01550	34.66160	257
AL	JAMESON INN SELMA	-87.02420	32.43370	73
AL	JAMESON INN TRUSSVILLE	-86.61460	33.64050	146
AL	JAMESON INN TUSCALOOSA	-87.55160	33.16670	151
AL	JE Drake School	-85.81664	34.87703	282
AL	JF Drake State Technical College	-86.57360	34.77148	269
AL	JW Powell School	-87.65975	34.82064	303
AL	Jachin	-88.16836	32.22987	181
AL	Jack	-86.00023	31.57405	90
AL	Jack Ausley Dam	-85.95994	31.09184	143
AL	Jack Ausley Lake	-85.95994	31.09184	143
AL	Jack Branch	-85.98941	32.99845	75
AL	Jack Branch	-85.44578	33.13595	115
AL	Jack Branch	-88.24919	32.25486	188
AL	Jack Branch	-87.07501	34.83898	286
AL	Jack Cemetery	-86.22693	34.92675	285
AL	Jack Church	-85.99689	31.57544	90
AL	Jack Church	-85.99467	31.56822	91
AL	Jack Creek	-86.45192	32.20098	25
AL	Jack Creek	-86.25775	32.94734	65
AL	Jack Creek	-85.36549	31.54934	123
AL	Jack Duke Lake	-87.53712	33.08501	145
AL	Jack Duke Lake Dam	-87.53834	33.08512	145
AL	Jack Edwards Airport	-87.67936	30.28758	266
AL	Jack Gap	-86.08415	34.94064	287
AL	Jack Hardenbergh Dam	-87.52834	32.60347	123
AL	Jack Hughston Memorial Hospital	-85.00882	32.50828	119
AL	Jack Lacey Number 1 Dam	-85.86996	32.37347	37
AL	Jack Lacey Number 2 Dam	-85.87829	32.37347	36
AL	Jack Lane (historical)	-86.10971	34.93425	286
AL	Jack Locke Bridge	-87.31308	34.56620	264
AL	Jack M Dabbs Area Vocational Center	-86.65221	33.52983	135
AL	Jack Mountain	-86.17692	33.28817	104
AL	Jack Point	-87.61253	34.60843	280
AL	Jack Post Office	-86.00050	31.57377	90
AL	Jack Rice Mine	-85.60940	33.38400	129
AL	Jack Springs	-87.55249	31.16129	181
AL	Jack Springs Cemetery	-87.54721	31.16490	180
AL	Jack Toms Shoals	-88.10669	32.75624	179
AL	Jack Ward Branch	-85.55493	31.16462	148
AL	Jack Wool Dam	-86.02329	32.10515	36
AL	Jackie Branch	-85.94386	34.50342	240
AL	Jackie Osment Dam	-85.27994	32.69847	99
AL	Jackie Watson Redstone Camp	-87.30389	33.48511	159
AL	Jacks Branch	-85.10271	32.39820	109
AL	Jacks Branch	-85.55996	33.29206	123
AL	Jacks Branch	-87.63667	32.59791	132
AL	Jacks Branch	-88.13778	31.30573	213
AL	Jacks Cemetery	-86.39999	34.89120	281
AL	Jacks Cemetery	-86.42249	34.89481	282
AL	Jacks Creek	-86.18303	32.94429	66
AL	Jacks Creek	-85.79025	34.40787	232
AL	Jacks Island (historical)	-87.39586	34.80703	292
AL	Jacks Shopping Center	-85.85552	33.71621	155
AL	Jacks Trailer Court	-87.70334	30.40407	256
AL	Jackson	-87.89444	31.50905	181
AL	Jackson Academy	-87.90806	31.53794	181
AL	Jackson Branch	-86.33608	32.45152	13
AL	Jackson Branch	-87.34139	33.41900	155
AL	Jackson Branch	-88.33473	30.85796	258
AL	Jackson Branch	-87.76281	34.36954	264
AL	Jackson Cemetery	-86.24746	32.13015	25
AL	Jackson Cemetery	-85.86106	32.14070	44
AL	Jackson Cemetery	-87.63531	34.75509	295
AL	Jackson Cemetery	-87.72253	34.84842	308
AL	Jackson Cemetery	-88.10448	34.79565	320
AL	Jackson Chapel	-87.77779	32.78763	151
AL	Jackson Chapel Cemetery	-87.77223	32.75735	149
AL	Jackson Chute (historical)	-87.34585	34.78314	287
AL	Jackson County	-85.99930	34.77941	270
AL	Jackson County Courthouse	-86.03415	34.67203	258
AL	Jackson County Farm (historical)	-86.07776	34.68009	258
AL	Jackson County Park	-86.01887	34.63731	254
AL	Jackson County Technical School	-85.96887	34.72231	264
AL	Jackson Cove	-86.64611	34.41343	231
AL	Jackson Creek	-86.10996	31.96348	46
AL	Jackson Creek	-85.96190	31.93154	55
AL	Jackson Creek	-85.49633	31.75378	98
AL	Jackson Creek	-85.72996	33.61316	148
AL	Jackson Creek	-85.71802	33.63011	150
AL	Jackson Creek	-85.12382	31.18990	168
AL	Jackson Creek	-88.00695	31.55016	188
AL	Jackson Creek	-87.93781	34.64426	298
AL	Jackson Drive Church of Christ	-86.98751	34.81675	281
AL	Jackson Ferry (historical)	-87.90972	31.49405	183
AL	Jackson Ferry (historical)	-88.29253	33.19596	212
AL	Jackson Field Cemetery	-85.82496	32.98540	81
AL	Jackson Fire Department Station 2	-87.89280	31.51063	181
AL	Jackson Fire Department Station 4	-87.87955	31.55006	178
AL	Jackson Ford	-87.73420	34.84342	308
AL	Jackson Ford Bridge	-87.73420	34.84342	308
AL	Jackson Gap	-86.75138	33.64844	150
AL	Jackson Graded School (historical)	-87.89639	31.51405	181
AL	Jackson Heights	-88.15806	30.67047	260
AL	Jackson Heights	-87.64308	34.74870	295
AL	Jackson Heights Church of Christ	-87.67031	34.81537	303
AL	Jackson High School	-87.89444	31.51322	181
AL	Jackson Hill Pond	-87.78781	34.77148	303
AL	Jackson Hollow	-87.69364	34.77426	299
AL	Jackson Hospital	-87.89500	31.53100	180
AL	Jackson Hospital and Clinic	-86.28557	32.36685	3
AL	Jackson Industrial Park	-87.86528	31.51251	179
AL	Jackson Island	-87.63169	34.79842	299
AL	Jackson Lake	-86.33664	32.44875	13
AL	Jackson Lake	-85.39821	32.65579	87
AL	Jackson Lake	-86.31080	33.36294	112
AL	Jackson Lake	-86.43335	33.41679	119
AL	Jackson Landing	-87.90639	31.49516	183
AL	Jackson Links Golf Course	-87.89026	31.50440	181
AL	Jackson Medical Center	-87.89495	31.53108	180
AL	Jackson Memorial Baptist Church	-85.34995	32.88096	103
AL	Jackson Memorial Gardens Cemetery	-87.86417	31.56905	175
AL	Jackson Mill Creek	-87.84559	34.61870	291
AL	Jackson Mine	-85.92969	33.32039	111
AL	Jackson Mountain	-87.12057	34.59648	261
AL	Jackson Municipal Airport	-87.89355	31.47580	183
AL	Jackson Oak	-87.91194	30.62269	248
AL	Jackson Olin School	-86.89027	33.52066	142
AL	Jackson Pond	-86.30024	31.91654	49
AL	Jackson Pond	-86.01132	31.52867	95
AL	Jackson Post Office	-87.89273	31.52911	180
AL	Jackson Prospect Church	-86.23441	32.25486	12
AL	Jackson Quarters	-87.85168	32.64486	153
AL	Jackson Ridge Church (historical)	-88.10365	34.80370	321
AL	Jackson Ridge School (historical)	-88.10254	34.80398	321
AL	Jackson School (historical)	-85.77190	32.56986	51
AL	Jackson School (historical)	-87.64167	32.04293	135
AL	Jackson School (historical)	-87.79142	34.91759	318
AL	Jackson Shoals	-86.08969	33.54535	133
AL	Jackson Shopping Center	-87.89639	31.52294	180
AL	Jackson Sinks	-86.27276	34.75787	266
AL	Jackson Sod Farm	-87.44611	33.05778	136
AL	Jackson Springs (historical)	-87.87722	31.50850	180
AL	Jackson Spur	-88.31502	31.95682	199
AL	Jackson Square Shopping Center	-87.88944	31.53572	179
AL	Jackson Station	-87.89444	31.49739	182
AL	Jackson Street Baptist Church	-86.29664	32.37097	4
AL	Jackson Street Baptist Church	-86.74110	33.54344	139
AL	Jackson Street Baptist Church	-87.88841	31.52012	180
AL	Jackson Street Presbyterian Church (historical)	-88.04555	30.69269	251
AL	Jackson Subdivision	-86.08637	34.55231	244
AL	Jackson Way Baptist Church	-86.57721	34.74648	267
AL	Jackson West Industrial Park	-87.90833	31.50122	183
AL	Jacksonburg	-87.66364	34.89092	310
AL	Jacksonburg Church of Christ	-87.66447	34.89064	310
AL	Jacksons Bend	-88.10835	32.00154	179
AL	Jacksons Chapel Baptist Church	-86.64304	32.88040	68
AL	Jacksons Chapel Cemetery	-86.64304	32.87985	68
AL	Jacksons Crossing (historical)	-87.69392	34.77648	300
AL	Jacksons Ferry (historical)	-86.31191	32.43014	10
AL	Jacksons Gap Fire Department	-85.81194	32.88684	72
AL	Jacksons Gap Post Office	-85.81163	32.88624	72
AL	Jacksons Gap School (historical)	-85.81024	32.88485	72
AL	Jacksons Lake	-86.34108	32.44541	13
AL	Jacksons Lake	-85.91930	33.21426	100
AL	Jacksons Landing	-88.29392	33.13679	209
AL	Jacksons Mill (historical)	-86.31386	32.43625	10
AL	Jacksons Pond	-85.64828	31.74752	89
AL	Jacksons' Gap	-85.81163	32.88624	72
AL	Jacksonville	-85.76135	33.81371	168
AL	Jacksonville Baptist Temple	-85.75941	33.81593	168
AL	Jacksonville Cemetery	-85.42522	31.93349	92
AL	Jacksonville Cemetery	-85.75913	33.80621	167
AL	Jacksonville Church	-85.42550	31.93349	91
AL	Jacksonville City Park	-85.76663	33.81343	168
AL	Jacksonville Congregational Holiness Church	-85.80858	33.75705	161
AL	Jacksonville Elementary School	-85.76413	33.81593	168
AL	Jacksonville Fire Department	-85.76013	33.81206	168
AL	Jacksonville High School	-85.76246	33.82038	169
AL	Jacksonville Medical Center	-85.76336	33.78517	165
AL	Jacksonville Municipal Airport	-85.77385	33.78843	165
AL	Jacksonville Plaza Shopping Center	-85.76052	33.80927	168
AL	Jacksonville Sewage Treatment Plant	-85.78135	33.82649	169
AL	Jacksonville State University	-85.76663	33.82232	169
AL	Jacob Creek	-86.07942	34.18509	203
AL	Jacob Hollow	-86.99083	33.50511	145
AL	Jacobs Christian Methodist Episcopal Chapel	-86.28331	33.57788	135
AL	Jacobs Creek	-85.85664	34.65092	257
AL	Jacobs Dam	-85.43495	32.49347	79
AL	Jacobs Ladder Bluff	-87.93920	34.37926	273
AL	Jacobs Mill (historical)	-86.10830	33.26789	102
AL	Jacobs Mill (historical)	-85.94026	34.81036	274
AL	Jacobs Mine	-86.19804	34.77898	269
AL	Jacobs Mine Number 2	-86.21721	34.77425	268
AL	Jacobs Mountain	-86.18443	34.81425	273
AL	Jacobs Swamp	-86.49078	32.38207	22
AL	Jacoway Branch	-85.92081	34.92203	286
AL	Jacoway Cemetery	-85.88470	34.93230	288
AL	Jacoway Hollow	-85.88498	34.93425	288
AL	Jacquar Field	-88.17973	30.69269	260
AL	Jagger Branch	-86.29804	34.46064	233
AL	Jagger Branch	-86.30415	34.48148	236
AL	Jagger Hollow	-86.29915	34.48259	236
AL	Jagger Mine	-87.07500	33.37650	137
AL	Jagger Mine	-87.20833	33.29178	137
AL	Jagger Mine Number Two	-87.55696	33.92927	212
AL	Jagger Mines	-87.55557	33.94455	214
AL	Jagger Slope Mine	-87.17916	33.32928	138
AL	Jake Creek	-86.36358	32.72707	42
AL	Jake Creek	-86.25498	33.92760	174
AL	Jake Hollow	-88.00643	34.71787	308
AL	Jamar Cemetery	-86.72444	34.64787	258
AL	Jamar Mobile Home Park	-88.31263	30.50663	283
AL	Jamback	-85.66522	31.91016	75
AL	James	-85.57301	32.64486	72
AL	James	-87.65864	34.67787	288
AL	James (historical)	-85.51939	32.07099	76
AL	James A Light Field	-86.28108	32.39875	5
AL	James A Wheeler Lake	-87.45834	32.59513	116
AL	James A Wheeler Lake Dam	-87.45834	32.59513	116
AL	James Anthony Lake	-88.40350	31.22047	239
AL	James Bluff	-88.04085	32.23292	169
AL	James C Bailey Center	-86.78194	34.07083	196
AL	James C Ratcliffe Dam	-87.59667	32.10515	129
AL	James Cemetery	-87.20278	32.92846	109
AL	James Cemetery	-88.03306	31.75821	180
AL	James Cemetery	-85.66191	34.97425	296
AL	James Cemetery	-88.11476	34.55287	299
AL	James Chapel	-87.92668	32.20459	158
AL	James Chapel Baptist Church	-88.05750	31.54377	193
AL	James Chapel Baptist Church	-86.97973	34.79592	279
AL	James Chapel Cemetery	-87.92585	32.20403	158
AL	James Chapel Church	-87.95226	34.48287	284
AL	James Cravey Dam	-86.34662	31.14351	135
AL	James Creek	-87.56833	32.02126	129
AL	James Creek	-87.69250	31.66988	155
AL	James Creek	-86.85944	33.92899	183
AL	James Creek	-86.95500	33.90705	184
AL	James Creek	-88.30196	31.91154	199
AL	James Creek	-88.40114	31.87182	209
AL	James Creek	-87.63836	34.63065	283
AL	James Creek Wastewater Treatment Plant	-87.92812	31.52545	183
AL	James Crooks Lake	-85.57364	31.37671	127
AL	James Crooks Lake Dam	-85.57494	31.37517	127
AL	James Dam	-86.54332	33.61177	142
AL	James E Glass Stadium	-87.69778	34.27806	252
AL	James F Moore Stadium	-87.65139	34.74222	295
AL	James Fowler Park	-87.27501	33.84788	191
AL	James Hill Spring	-87.52252	34.95619	311
AL	James Ingram Lake Dam	-86.55830	31.47016	102
AL	James Ingram Lake Dam	-86.56163	31.47350	102
AL	James Lake	-86.54332	33.61177	142
AL	James Landing	-87.59777	31.49488	159
AL	James Memorial Baptist Church	-85.96303	34.04760	190
AL	James Moore Cemetery	-86.61250	34.97592	292
AL	James P Nix Center	-87.90018	30.52758	256
AL	James School (historical)	-87.15414	31.27878	147
AL	James T Gregory School	-86.62636	31.81515	69
AL	James Temple Church	-86.01664	34.02621	186
AL	James Wise Pond	-86.06661	31.21351	128
AL	James Wise Pond Dam Number 1	-86.06661	31.21351	128
AL	James Wise Pond Dam Number 2	-86.03328	31.22517	127
AL	James Wise Pond Number Two	-86.03328	31.22517	127
AL	Jamestown	-85.57746	34.39787	235
AL	Jamestown Cemetery	-88.21003	32.94013	194
AL	Jamestown Church	-87.59805	31.47516	160
AL	Jamestown Colony	-85.83605	31.32156	122
AL	Jamestown Tabernacle Church	-85.57635	34.36620	232
AL	Jamesville	-85.62106	32.71291	72
AL	Jamesville	-87.18472	32.92151	107
AL	Jamison Branch	-87.88751	32.30014	154
AL	Jamison Park	-86.59999	34.69231	261
AL	Jamison School (historical)	-87.44058	34.47204	259
AL	Jane Branch	-87.01278	33.95010	190
AL	Janes Mill	-87.15331	31.27823	147
AL	Janeway Mine	-86.88193	33.27511	117
AL	January Branch	-88.08084	31.60711	191
AL	Japanese Creek	-87.23306	33.68344	173
AL	Japonica Path	-87.58612	32.70319	131
AL	Jaquess Spring	-86.66666	34.38482	228
AL	Jarman House Plantation (historical)	-87.51391	34.76537	291
AL	Jarmons Mine	-87.09583	33.66816	165
AL	Jasmine Hill	-86.18830	32.49541	17
AL	Jasper	-87.27751	33.83122	189
AL	Jasper Fire Department Station 1	-87.27568	33.83396	189
AL	Jasper Fire Department Station 2	-87.27335	33.85797	192
AL	Jasper Fire Department Station 3	-87.24312	33.87700	192
AL	Jasper Ford	-87.14444	33.56927	158
AL	Jasper Gas Field	-87.25223	33.88677	193
AL	Jasper Mall Shopping Center	-87.27223	33.85011	191
AL	Jasper Methodist Episcopal Church	-87.26917	33.82622	188
AL	Jasper Middle School	-87.27723	33.83566	190
AL	Jasper Point	-86.38527	34.77259	268
AL	Jasper Post Office	-87.27889	33.83261	189
AL	Jasper Speedway	-87.23973	33.80205	185
AL	Jasper Square Shopping Center	-87.26834	33.85094	191
AL	Java	-85.84383	31.55794	97
AL	Jay Bird Creek	-85.81079	32.95679	79
AL	Jay Branch	-87.75557	33.60678	197
AL	Jay Creek	-87.66223	33.23151	163
AL	Jay Lake	-86.59261	33.89888	174
AL	Jay Villa	-86.94553	31.36545	128
AL	Jaybird Creek	-86.98723	34.22177	218
AL	Jaycee Park	-85.82385	33.69038	153
AL	Jaycee Park	-85.62107	33.92038	183
AL	Jaycee Partlow Dam Number One	-87.64001	33.24012	162
AL	Jaycee Partlow Dam Number Two	-87.64001	33.23512	162
AL	Jays Lake	-87.59001	33.89344	211
AL	Jays Lake Dam	-87.59001	33.89344	211
AL	Jeanes School	-87.90360	30.50214	258
AL	Jeb Branch	-86.66526	33.41733	124
AL	Jeddo	-87.51415	31.33239	164
AL	Jeff	-86.71361	34.82287	277
AL	Jeff Beard Dam	-85.46707	32.76200	87
AL	Jeff Beards Lake	-85.46634	32.76332	87
AL	Jeff Post Office (historical)	-86.71333	34.82287	277
